,NUMERO_DE_CLIENTE,FOTO_MES,MARKETING_ACTIVO_ULTIMOS90DIAS,CLIENTE_SUCURSAL,CLIENTE_EDAD,CLIENTE_ANTIGUEDAD,MRENTABILIDAD,MRENTABILIDAD_ANNUAL,MCOMISIONES,MACTIVOS_MARGEN,MPASIVOS_MARGEN,MCUENTA_CORRIENTE_PAQUETE,MCAJA_AHORRO_PAQUETE,MCAJA_AHORRO_DOLARES,MDESCUBIERTO_PREACORDADO,MCUENTAS_SALDO,CTARJETA_DEBITO_TRANSACCIONES,MAUTOSERVICIO,CTARJETA_VISA_TRANSACCIONES,MTARJETA_VISA_CONSUMO,MTARJETA_MASTER_CONSUMO,CPRESTAMOS_PERSONALES,MPRESTAMOS_PERSONALES,MPRESTAMOS_PRENDARIOS,MPRESTAMOS_HIPOTECARIOS,MPLAZO_FIJO_DOLARES,MTITULOS,MPLAN_SUELDO,MCUENTA_DEBITOS_AUTOMATICOS,MTTARJETA_VISA_DEBITOS_AUTOMATIC,MTTARJETA_MASTER_DEBITOS_AUTOMAT,MPAGOMISCUENTAS,CCAJEROS_PROPIOS_DESCUENTOS,MCAJEROS_PROPIOS_DESCUENTOS,CTARJETA_VISA_DESCUENTOS,MCOMISIONES_MANTENIMIENTO,CCOMISIONES_OTRAS,MCOMISIONES_OTRAS,MTRANSFERENCIAS_EMITIDAS,CEXTRACCION_AUTOSERVICIO,MEXTRACCION_AUTOSERVICIO,MCHEQUES_DEPOSITADOS,MCHEQUES_EMITIDOS,CCALLCENTER_TRANSACCIONES,CHOMEBANKING_TRANSACCIONES,TCAJAS,MCAJEROS_PROPIO,MASTER_MFINANCIACION_LIMITE,MASTER_MSALDOTOTAL,MASTER_MSALDOPESOS,MASTER_MCONSUMOSPESOS,MASTER_MPAGADO,MASTER_MPAGOSPESOS,MASTER_MPAGOMINIMO,VISA_MARCA_ATRASO,VISA_CUENTA_ESTADO,VISA_MFINANCIACION_LIMITE,VISA_FVENCIMIENTO,VISA_MSALDOTOTAL,VISA_MSALDOPESOS,VISA_MCONSUMOSPESOS,VISA_MPAGADO,VISA_MPAGOSPESOS,VISA_MPAGOMINIMO,CLAVE,meses_activo
313209,16141342,201308,1,1217,45,62,19599,447283,1655,2606,0,-41684,0,0,0,0,0,0,0,0,0,3,870041,0,0,0,0,0,0,0,0,0,0,0,0,18392,4,18748,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16342650,9
313210,34927769,201308,1,1325,64,65,13854,1149415,26004,95063,1122,-1513776,111229,0,0,551,0,0,0,0,0,3,7576174,0,0,0,0,325377,42,0,0,0,0,0,0,18392,6,29457,0,1,23400,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,11,0,20150531,571384,668519,0,0,-702,66807,35129077,9
313211,34953057,201308,1,470,30,53,39495,584674,2461,30959,694,-216468,67252,0,117,11,1,5838,7,134351,0,3,3156321,0,0,0,0,99216,0,15,0,0,1,0,1,2457,9,2788,0,5,74880,0,0,0,0,0.0,0,6318,0,0,0,0,0,0,1,10,22113,20151031,386232,451891,1497,0,-39709,21294,35154365,9
313212,31369447,201308,1,107,37,24,13550,1289508,18893,99546,118,-724775,0,0,117,0,0,0,0,0,0,2,5569284,0,0,0,0,0,0,109,0,0,0,0,1,18392,3,2140,0,0,0,0,0,0,0,0.0,0,110565,0,0,0,0,0,0,1,19,15795,20141031,3086427,3611119,10869,0,-394347,203112,31570755,9
313213,19419513,201308,1,1139,64,137,19543,815343,13758,0,4945,0,490296,0,117,190017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15584,1,15584,0,2,35100,0,0,0,0,0.0,35100,0,0,0,0,0,0,0,0,10,552825,20140831,0,0,0,0,0,0,19620821,9
313214,33009653,201308,1,308,40,63,18529,299589,17883,447,105,-1985,10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,18392,5,20257,0,2,4095,0,0,0,0,0.0,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33210961,8
313215,33080060,201308,1,1292,38,16,43892,432931,2424,16737,6,-4656,0,0,117,0,0,0,2,51198,0,0,0,2316074,0,0,0,0,0,0,0,0,0,0,0,18392,2,27457,0,0,0,0,0,0,13,1.0,0,110565,0,0,0,0,0,0,0,10,15795,20161130,44327,51862,0,0,-129402,5148,33281368,6
313216,7513961,201308,0,752,64,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7715269,8
313217,19424807,201308,1,287,49,75,38012,439628,16237,18611,0,-400778,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,1,18392,0,0,0,0,0,0,0,0.0,0,9477,142157,142157,0,0,0,2223,1,10,110565,20180331,646398,756285,0,0,0,22113,19626115,9
313218,7746188,201308,1,101,83,231,136136,1512433,0,116354,2,-3155252,0,1247,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,11,0,20141031,5443616,636903,0,0,0,636831,7947496,9
313219,19473411,201308,1,1097,63,136,78074,950995,41959,30198,669,-374669,0,0,0,0,0,0,0,0,26086,2,792235,0,0,0,0,0,0,587,0,0,0,0,4,18392,8,47528,0,0,0,0,0,0,0,1.0,0,28431,467689,467689,0,0,-190364,46683,0,12,0,20180228,123652,144672,58732,0,-201492,14391,19674719,8
313220,16449954,201308,0,503,0,28,274708,0,3655,23167,0,-923528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,414,0,0,0,0,0,0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16651262,9
313221,21332847,201308,1,1289,68,120,88609,1023578,69483,11301,5046,-669716,0,0,0,168815,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,27,27378,6,78707,0,0,0,0,0,0,31,1.0,0,4101683,764812,127276,637536,777465,0,1521,0,12,5127751,20140831,2157563,1980091,1030829,429039,-1849152,52299,21534155,8
313222,16904660,201308,1,1160,56,34,-2212,1285629,6436,-8358,966,-3969086,0,0,0,0,0,0,0,0,0,1,4713718,0,0,0,0,0,0,0,0,0,0,0,0,0,3,729,0,0,0,0,0,0,2,0.0,0,0,1787919,1787919,2502,0,0,178776,0,0,0,0,0,0,0,0,0,0,17105968,9
313223,16972108,201308,1,1307,42,38,22906,1458355,23996,173453,1815,-787893,127417,0,117,0,4,28267,19,392444,148229,8,4772913,0,0,0,0,1898793,0,0,0,4257,8,0,0,18392,13,2718,0,5,115245,0,0,0,80,0.0,111150,6318,1389282,1389282,22639,0,0,75699,1,10,110565,20160831,2112439,2471553,0,0,0,136539,17173416,9
313224,16827615,201308,1,980,36,13,97572,69206,29089,56208,2324,-148184,5956,0,0,0,0,0,0,0,0,1,8603628,0,0,0,0,0,0,0,0,0,0,0,0,18392,4,3295,0,1,17550,0,0,0,0,0.0,17550,78975,928097,928097,20763,0,-280007,31707,1,12,15795,20150831,595282,696479,0,0,-12068,12519,17028923,7
313225,7817981,201308,0,1217,33,15,-17545,362804,0,-14996,0,-1162419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8019289,8
313226,35399790,201308,0,260,0,55,105913,0,8691,10017,73078,6366908,0,0,117,5679863,10,410476,0,0,0,0,0,0,0,0,0,0,1853,0,0,5630,10,0,0,0,2,9845,0,0,0,"1,0115196E+7",0,0,13,1.0,0,15795,0,0,0,0,0,0,0,10,15795,20160731,0,0,0,0,0,0,35601098,3
313227,35270934,201308,1,170,68,1,8084,8084,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4626531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35472242,1
313228,36050051,201308,1,245,38,48,218901,1359682,26452,158578,5908,-825761,45221,0,0,0,0,0,0,0,0,3,7886262,0,0,0,0,0,0,0,0,0,0,0,0,20914,6,29964,0,0,0,0,0,0,0,0.0,0,0,1730501,1730501,0,0,-30999,173043,1,19,0,20151031,2642469,3091688,0,0,0,309114,36251359,9
313229,34173979,201308,1,71,68,68,23032,267257,1657,5416,107,-158216,0,0,117,0,0,0,4,53782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,2,1877,0,0,0,0,0,0,3,0.0,0,6318,0,0,0,0,0,0,0,10,6318,20140131,-34188,-39999,0,0,-161904,0,34375287,9
313230,35728110,201308,1,2,55,61,56971,1273671,24169,0,28036,95331,5848,"1,8410492E+7",117,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27378,1,27378,0,0,0,0,0,3,0,1.0,0,5196244,0,0,0,0,0,0,0,19,5196244,20141231,0,0,0,0,0,0,35929418,8
313231,35765041,201308,1,374,31,1,4809,4809,4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5447,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35966349,1
313232,36354071,201308,1,182,38,59,22094,272196,16237,5006,0,-230869,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,1,18392,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36555379,8
313233,36361499,201308,1,329,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36562807,1
313234,36377796,201308,1,308,52,11,-68591,639883,0,-58625,0,-4544371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36579104,8
313235,36396165,201308,0,575,0,58,25135,0,28469,-6228,3378,0,198011,0,117,114993,10,205116,17,463663,0,0,0,0,0,0,0,0,12,36,0,495,11,1901,9,18392,6,32247,0,0,0,0,0,0,34,0.0,0,78975,-936,-936,0,0,0,0,0,10,15795,20150531,403449,432958,180238,0,-366446,5265,36597473,8
313236,11104827,201308,1,1187,74,67,32847,1581311,663,27508,0,-362,0,0,0,0,0,0,0,0,0,2,1525676,0,0,0,0,0,0,0,0,0,0,0,0,0,2,751,0,0,0,0,0,0,0,1.0,0,78975,0,0,0,0,0,0,0,10,78975,20150228,0,0,0,0,0,0,11306135,8
313237,36099554,201308,1,1085,37,38,50621,747162,1781,27873,17,-358688,0,0,117,0,0,0,13,111636,0,0,0,0,0,0,0,0,0,88,0,0,0,0,2,18392,4,20175,0,0,0,19890,2603367,4,60,1.0,0,78975,0,0,0,0,0,0,1,10,9477,20131130,13619,1593423,877,0,-37136,64467,36300862,9
313238,36034742,201308,1,224,32,60,139836,1015313,19012,102859,409,-80676,0,0,0,0,0,0,0,0,0,1,228881,0,0,0,0,0,0,468,0,0,0,0,0,18392,5,21536,0,0,0,0,0,0,0,1.0,0,18954,0,0,0,0,0,0,0,19,22113,20140930,1981016,2317788,46757,0,0,94185,36236050,9
313239,34095070,201308,1,32,62,68,25941,413115,19244,4731,993,-12260,0,39,117,39,0,0,9,165287,0,0,0,0,0,0,0,0,12,884,0,0,0,0,5,18392,3,21798,0,0,0,0,0,0,0,0.0,0,15795,0,0,0,0,0,0,1,10,18954,20140531,291936,341565,88364,0,0,11934,34296378,8
313240,35889513,201308,0,182,0,60,145825,0,10655,33568,0,-1911322,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1287,8,120697,0,0,0,0,"1,8218392E+7",0,137,1.0,0,0,0,0,0,0,0,0,0,10,61425,99991231,0,0,0,0,0,0,36090821,8
313241,18471075,201308,0,119,0,143,173802,0,35164,118398,96,-749196,0,0,117,0,0,0,0,0,0,1,6460969,0,0,0,0,0,0,0,0,603,0,0,0,31262,7,39832,0,1,11700,464707,0,2,136,0.0,11700,0,1523623,1523623,6552,0,-5651,152334,0,11,0,20150531,1475639,1726497,0,0,-4914,172575,18672383,9
313242,36253273,201308,1,788,44,59,0,159452,0,0,0,-4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,11,0,20140930,0,0,0,0,0,0,36454581,8
313243,36261208,201308,1,857,31,59,19959,274484,2008,-1227,1123,-2345,20145,0,117,0,0,0,6,81644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,3,22745,0,0,0,0,0,0,11,0.0,0,110565,0,0,0,0,0,0,0,10,12636,20160731,69382,81176,81644,0,-110992,234,36462516,9
313244,36652607,201308,0,1301,0,50,34917,0,20196,12582,0,-137618,0,0,0,0,0,0,0,0,0,1,234000,0,0,0,0,0,0,0,0,0,0,0,0,18392,5,22878,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36853915,9
313245,46895848,201308,1,539,26,2,47407,106424,17858,24766,489,-10586,48441,0,117,29764,0,0,0,0,0,1,218151,0,0,0,0,0,0,0,0,154,1,0,0,18392,2,20229,0,0,0,0,0,0,12,0.0,0,15795,0,0,0,0,0,0,0,10,15795,20160731,0,0,0,0,0,0,47097156,3
313246,46551019,201308,0,638,0,3,1688,0,16237,55,0,-25413,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,1,18392,0,0,0,0,0,0,0,0.0,0,12636,0,0,0,0,0,0,0,10,15795,20160630,0,0,0,0,0,0,46752327,3
313247,46438942,201308,1,248,61,4,51254,367082,33139,5226,10257,-14749,0,0,117,0,0,0,10,752538,51566,1,935064,0,0,0,0,0,0,0,0,0,0,0,3,18392,4,37538,0,0,0,0,0,0,0,0.0,0,9477,786392,786392,0,0,-71,8541,0,10,12636,20160630,1616913,1891788,454491,0,-16263,62712,46640250,4
313248,23720642,201308,1,1127,36,37,20322,520002,18263,176,0,-63064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,3,20687,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23921950,9
313249,23791227,201308,1,1139,29,109,43562,66490,719,36618,0,-45704,0,0,0,0,0,0,0,0,0,1,1624984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,815,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23992535,9
313250,39373406,201308,1,794,39,36,67408,489928,55796,9826,99,-325124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,18392,6,63203,0,0,0,0,0,0,0,1.0,0,0,85525,85525,0,0,-49528,8541,0,12,9477,20160731,30741,35966,9477,0,-117,234,39574714,9
313251,39551924,201308,1,713,36,35,8496,938577,34,72325,0,-4867347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,386,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39753232,9
313252,47066369,201308,1,395,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,0231837E+7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47267677,1
313253,36576422,201308,1,590,55,54,148815,1023532,38101,94115,513,-878877,0,0,0,0,0,0,0,0,0,7,2872348,0,0,0,0,0,0,0,0,0,0,0,0,27378,12,4316,0,0,0,0,0,0,0,1.0,0,0,28442,28442,28914,0,190227,2808,0,19,0,20150331,136074,159206,0,0,0,15912,36777730,9
313254,39048803,201308,1,524,42,8,347342,150014,155421,164035,0,-1119353,0,0,0,0,0,0,0,0,0,1,6670808,0,0,0,0,0,0,0,0,0,0,0,0,27378,3,176054,0,0,0,0,4477356,0,10,0.0,0,0,0,0,0,0,0,0,1,12,0,20180131,643427,7528095,0,0,0,752778,39250111,9
313255,39102431,201308,0,443,32,40,0,220802,0,0,0,-48804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,11,0,20131031,0,0,0,0,0,0,39303739,8
313256,31597309,201308,0,737,32,6,15,-1312,0,13,0,-535,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,4191267,0,0,0,0,0,0,0,10,4191267,20160331,0,0,0,0,0,0,31798617,6
313257,31516444,201308,1,248,36,73,1908,1638911,0,1631,0,-77844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31717752,9
313258,39000052,201308,1,542,53,40,67296,99415,17578,42378,116,-5928,8257,0,0,0,0,0,0,0,0,2,2652716,0,0,0,0,0,0,0,0,0,0,0,0,18392,4,19912,0,0,0,0,0,0,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39201360,9
313259,16499840,201308,1,2,42,284,62193,1083883,16237,38773,506,-635862,0,0,117,0,0,0,0,0,0,0,0,0,0,0,70196,0,0,0,0,0,0,0,0,18392,1,18392,0,0,0,0,0,0,9,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16701148,8
313260,9874809,201308,1,323,68,200,-13196,137256,-14378,101,0,-46721,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16286,1,-16286,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10076117,8
313261,8739611,201308,1,305,78,231,47596,795515,14378,0,28392,0,2815266,842,117,2812979,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,16286,1,16286,0,1,35100,0,0,0,0,0.0,35100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8940919,8
313262,10722720,201309,1,590,50,91,26599,361982,19942,475,94,-239032,0,487,117,489,0,0,7,158618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,2,21529,0,0,0,0,0,0,0,1.0,0,426465,-21643,-21643,0,0,0,0,0,10,9477,20140131,460964,539327,48964,1755,-16146,4797,10924029,10
313263,16655215,201309,1,41,61,78,30677,546613,22792,6066,673,-22386,57284,0,117,76492,0,0,7,260266,0,0,0,0,0,0,0,0,352,53,0,0,0,0,0,18392,4,25618,0,0,0,0,0,0,0,0.0,0,15795,0,0,0,0,0,0,0,10,25272,20140131,224938,263177,5265,263177,-272647,6669,16856524,10
313264,29443863,201309,1,941,42,31,419861,1291739,0,0,358856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,9702056E+7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29645172,13
313265,29481824,201309,1,626,42,82,197682,1676105,8445,16174,1,-328709,0,0,117,0,1,5616,0,0,0,8,474473,0,0,0,0,284193,1700,0,0,3032,0,0,0,3276,15,8607,1899698,5,34515,0,0,0,319,0.0,16965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29683133,10
313266,25959565,201309,1,1199,40,1,125386,125386,16376,85187,7984,0,813455,0,117,336024,2,30102,0,0,0,1,421200,0,0,0,0,0,0,0,0,0,0,0,0,18392,3,18406,0,2,21060,0,0,0,25,1.0,21060,15795,0,0,0,0,0,0,0,10,12636,20160930,0,0,0,0,0,0,26160874,2
313267,29527646,201309,0,440,0,43,4461,0,783,0,3143,300847,0,0,117,67608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5695,0,0,0,0,1,888,0,0,0,0,0,0,57,0.0,0,15795,0,0,0,0,0,0,0,10,15795,20160731,0,0,0,0,0,0,29728955,4
313268,16698362,201309,1,425,68,98,16246,255019,16363,-101,1,-57489,0,48,117,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,1,18392,0,0,0,0,0,0,0,0.0,0,511758,0,0,0,0,0,0,0,10,9477,20140831,0,0,0,0,0,0,16899671,10
313269,26209435,201309,1,1307,34,90,20524,905134,195783,8083,0,-1115954,0,0,0,0,0,0,0,0,0,2,1052065,0,0,0,0,0,0,0,0,0,0,0,0,18392,9,220055,0,0,0,0,550953,0,142,0.0,0,0,0,0,0,0,0,0,0,11,0,20150430,596412,697802,0,0,0,69732,26410744,10
313270,29269356,201309,0,1286,30,5,0,739678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29470665,7
313271,17219945,201309,1,203,58,153,108957,1464796,51106,44243,5202,-133079,72018,-3726,117,0,0,0,28,46499,40505,1,3100807,0,0,0,0,0,2593,343,187,0,0,0,0,27378,7,57442,0,0,0,0,0,0,0,1.0,0,632977,819873,819873,18708,5733,-585,5733,1,10,63953,20131231,3516362,4114143,295563,0,-2691,28782,17421254,10
313272,29948910,201309,1,548,61,79,2824,696905,20093,1613,535,43470,0,0,117,347863,0,0,8,208221,38686,1,1462746,0,0,0,0,0,0,993,32,0,0,0,0,18392,6,21698,0,0,0,285012,0,0,6,0.0,0,12636,39872,39872,3216,40014,-12987,1872,0,10,78975,20140228,180129,21075,99334,0,-250988,6084,30150219,10
313273,29967989,201309,1,89,64,33,6608,444821,19784,3944,129,-7753,0,0,117,0,0,0,8,113095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,5,22237,0,0,0,0,0,0,0,1.0,0,12636,0,0,0,0,0,0,0,10,25272,20140228,311508,364464,21118,27612,-1404,4212,30169298,10
313274,29912435,201309,1,203,47,17,24006,303813,24358,-522,221,-22,13816,0,117,0,0,0,0,0,14876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27378,1,27378,0,0,0,0,0,0,0,1.0,0,3150549,15076,15076,0,15076,-15115,702,0,10,4219402,20150531,0,0,0,0,-15111,0,30113744,10
313275,33994335,201309,1,1271,45,52,110244,1601204,26479,70087,1507,-456378,0,0,117,0,0,0,0,0,202064,2,3476101,0,0,0,0,0,0,0,1364,0,0,0,0,18392,5,29762,0,0,0,0,0,1,77,0.0,0,110565,1887063,1887063,149916,0,-36973,78039,0,0,0,0,0,0,0,0,0,0,34195644,10
313276,17914939,201309,1,1118,48,77,0,317356,0,0,0,-677909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18116248,10
313277,25789881,201309,1,557,39,100,201627,1483435,29701,146945,0,-4545786,0,0,0,0,0,0,0,0,0,6,5357316,0,0,0,0,0,0,0,0,0,0,0,0,18392,10,33384,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,0,11,0,20140630,0,0,0,0,0,0,25991190,10
313278,25765353,201309,1,689,55,100,4621,221386,3868,533,111,-76,585,0,117,298,0,0,1,8094,0,1,129303,0,0,0,0,0,0,81,0,0,0,0,0,0,4,4347,0,0,0,0,0,0,15,0.0,0,18954,0,0,0,0,0,0,0,10,22113,20141031,6918,8094,8094,0,-8094,0,25966662,10
313279,34448002,201309,1,44,32,68,26651,211619,16884,0,8348,0,851141,8,117,792152,1,40833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4083,0,18392,2,18977,2925,0,0,0,0,0,7,0.0,0,15795,0,0,0,0,0,0,0,10,15795,20151031,0,0,0,0,0,0,34649311,10
313280,34448168,201309,1,539,25,37,26632,543559,-2046,23041,1471,-508875,120914,0,0,122743,0,0,0,0,0,0,0,0,0,0,0,950976,0,0,0,0,0,0,0,0,9,-230,0,8,43290,0,0,0,41,0.0,3510,0,-118,-118,0,0,0,0,0,11,0,20140131,-191,-223,0,0,0,0,34649477,10
313281,34467899,201309,1,224,31,68,82194,108829,6508,6373,959,-21586,43742,0,117,694482,0,0,16,224844,98302,1,2012178,0,0,0,0,1765062,35,23,0,0,0,0,0,0,4,6429,0,9,69498,0,0,1,0,0.0,38025,9477,2049574,2049574,0,0,0,110097,1,10,12636,20150930,1523029,1781943,50008,0,-111501,51831,34669208,10
313282,25826985,201309,1,50,56,100,26846,554237,-507,2338,0,-239795,0,0,117,0,0,0,0,0,0,2,1242619,0,0,0,0,0,12,0,0,0,0,0,0,0,3,-57,0,1,3510,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26028294,10
313283,25838774,201309,1,224,45,21,101263,1461112,8913,78932,0,-355465,0,0,117,0,1,122906,9,151313,168591,3,3802115,0,0,0,0,2003976,0,0,0,222,0,0,0,1872,8,10016,0,4,120510,0,0,0,64,0.0,120510,9477,1869681,1869681,0,0,0,92196,1,10,9477,20150131,1607583,1880872,0,0,0,93249,26040083,10
313284,33523996,201309,0,143,0,72,126376,0,3929,74224,208,-1299128,0,0,117,0,3,58968,0,0,0,1,1802506,0,0,0,0,0,0,367,0,0,0,234,0,31262,9,44507,0,1,2340,0,0,3,136,0.0,2340,0,1705498,1705498,4212,0,-45045,170469,0,12,15795,20161031,1005499,1176433,36708,8190,0,6903,33725305,10
313285,35417742,201309,1,797,27,64,57379,712445,4665,-1325,46379,0,4660889,26,117,18291,1,51495,3,132872,47052,0,0,0,0,0,0,0,0,254,471,0,0,5149,0,1872,5,5242,80145,4,28080,0,0,0,5,1.0,28080,9477,47523,47523,47052,47523,-28514,234,0,10,12636,20141031,114702,134201,25389,134201,-163928,585,35619051,10
313286,34254709,201309,1,158,58,67,1998,471763,20007,-112,89,-203651,0,0,117,0,0,0,1,819,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,18392,3,22487,0,0,0,0,0,0,0,0.0,0,12636,0,0,0,0,0,0,0,10,12636,20140531,70,819,819,819,-6552,0,34456018,10
313287,35088469,201310,1,668,57,41,14077,116852,17991,-3964,619,-283,23368,0,117,10849,0,0,6,144469,0,0,0,0,0,0,0,0,0,183,0,0,0,0,2,18392,4,20222,0,0,0,0,0,0,64,0.0,0,15795,0,0,0,0,-34498,0,0,10,18954,20160630,102335,119731,18252,351,-627134,351,35289779,5
313288,35098587,201310,1,998,36,66,18928,569304,1844,15,402,-751,38968,0,117,0,1,94068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,3,20726,0,2,9360,0,0,0,0,0.0,7020,22113,0,0,0,0,0,0,0,10,31590,20150930,0,0,0,0,0,0,35299897,10
313289,7511268,201310,1,605,43,286,57022,1020988,14712,31268,4894,-10157,181739,0,117,539,0,0,12,315007,129481,2,4550821,0,0,0,0,1336374,0,47,871,0,0,0,0,0,9,16537,0,4,87750,0,0,0,36,0.0,70200,25272,126711,126711,8705,0,-20475,234,0,10,31590,20151231,270022,315925,125338,0,-349078,7722,7712578,10
