age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit
82;housemaid;divorced;primary;no;1381;no;no;cellular;28;jan;86;3;93;1;failure;no
40;technician;married;secondary;no;192;yes;yes;cellular;15;may;16;8;351;5;failure;no
40;services;married;secondary;no;0;yes;no;cellular;21;nov;43;1;185;2;failure;no
40;blue-collar;married;primary;no;34;yes;no;cellular;6;may;350;2;344;1;failure;no
32;blue-collar;married;secondary;no;897;yes;no;cellular;7;apr;293;3;322;2;failure;no
31;management;married;tertiary;no;1224;yes;yes;cellular;20;nov;75;2;119;2;success;no
39;technician;married;secondary;no;2266;no;no;cellular;22;may;86;1;93;4;success;no
35;blue-collar;married;primary;no;-367;yes;no;cellular;11;may;77;1;350;1;failure;no
58;admin.;married;unknown;no;0;yes;no;cellular;17;nov;219;1;186;2;failure;no
60;management;married;tertiary;no;553;yes;no;cellular;2;feb;343;1;210;3;success;no
55;admin.;divorced;secondary;no;1693;no;no;cellular;10;aug;247;1;102;3;success;no
40;technician;married;secondary;no;372;yes;no;cellular;21;nov;365;1;100;2;failure;no
37;admin.;single;secondary;no;810;yes;no;cellular;8;apr;376;1;295;1;failure;no
36;services;married;secondary;no;1746;yes;no;cellular;7;apr;15;1;316;1;failure;no
59;admin.;married;primary;no;879;yes;no;cellular;30;jan;126;5;259;7;failure;no
30;admin.;single;secondary;no;873;no;no;cellular;7;oct;301;1;216;2;failure;no
40;admin.;single;secondary;no;782;yes;no;cellular;21;dec;94;5;202;17;failure;no
44;management;married;secondary;no;488;no;yes;cellular;29;jan;138;2;183;11;failure;no
40;management;single;tertiary;no;1509;no;no;cellular;12;may;333;1;58;3;failure;no
56;admin.;married;primary;no;0;yes;no;cellular;3;apr;353;2;227;4;failure;no
54;technician;married;secondary;no;0;no;no;telephone;14;aug;159;2;106;6;success;no
31;technician;married;secondary;no;180;no;no;cellular;26;may;222;1;70;2;success;no
35;management;single;tertiary;no;1120;no;no;unknown;21;sep;4;1;771;2;success;no
27;services;married;secondary;no;54;yes;no;cellular;18;may;97;1;370;1;failure;no
40;blue-collar;single;secondary;no;82;yes;no;cellular;13;may;135;6;370;5;failure;no
34;unemployed;married;secondary;no;438;yes;yes;cellular;9;apr;272;1;323;1;failure;no
52;blue-collar;married;tertiary;no;297;yes;no;cellular;18;nov;62;2;195;1;failure;no
34;blue-collar;single;secondary;no;215;no;no;cellular;5;jun;329;1;94;3;success;no
39;management;single;tertiary;no;0;yes;no;cellular;12;may;561;4;369;3;failure;no
33;management;married;tertiary;no;1778;no;no;cellular;26;may;134;1;103;1;success;no
34;self-employed;married;tertiary;no;2427;no;no;telephone;11;aug;90;3;70;3;failure;no
37;management;single;tertiary;no;2173;no;no;cellular;21;nov;158;3;114;1;failure;no
56;technician;single;secondary;no;751;yes;no;cellular;15;may;43;8;177;5;failure;no
36;management;married;tertiary;no;-547;yes;no;cellular;30;apr;267;1;259;2;failure;no
51;technician;single;tertiary;no;11222;yes;no;cellular;21;nov;126;2;171;7;failure;no
24;admin.;married;secondary;no;299;yes;no;cellular;6;may;209;1;321;1;failure;no
45;technician;married;unknown;no;886;yes;no;cellular;13;oct;75;2;42;1;failure;no
28;blue-collar;single;primary;no;431;yes;no;cellular;13;may;68;2;363;2;failure;no
35;management;single;tertiary;no;-292;yes;no;cellular;18;may;166;2;272;6;failure;no
33;management;single;tertiary;no;191;no;yes;cellular;3;feb;678;4;209;1;failure;no
51;blue-collar;married;primary;no;216;yes;no;cellular;17;apr;666;3;274;3;failure;no
44;admin.;married;secondary;no;764;yes;no;cellular;3;sep;232;1;213;1;failure;no
45;admin.;married;secondary;no;1214;yes;no;cellular;2;feb;150;2;189;2;failure;no
68;retired;married;tertiary;no;2820;no;no;cellular;5;mar;158;1;92;3;success;no
30;technician;single;secondary;no;4787;yes;no;cellular;18;nov;266;1;167;2;failure;no
35;technician;married;secondary;no;294;yes;no;cellular;15;jun;238;6;98;5;success;no
58;services;married;secondary;no;-37;no;yes;telephone;6;feb;150;2;205;6;failure;no
32;management;married;tertiary;no;937;no;no;cellular;26;may;61;1;190;1;failure;no
55;blue-collar;married;secondary;no;2059;yes;no;cellular;11;may;149;1;259;4;failure;no
45;entrepreneur;divorced;tertiary;no;1273;yes;yes;cellular;20;nov;206;2;162;3;failure;no
54;services;married;unknown;no;386;no;yes;cellular;19;nov;74;1;152;1;success;no
28;student;single;tertiary;no;3733;yes;no;cellular;21;aug;419;5;91;7;success;no
50;housemaid;married;secondary;no;388;no;no;cellular;8;jun;152;2;89;2;success;no
34;management;married;tertiary;no;577;yes;no;cellular;20;apr;243;2;153;1;failure;no
33;admin.;married;secondary;no;17;yes;no;cellular;13;may;74;1;351;1;failure;no
59;management;married;primary;no;2769;yes;no;cellular;19;nov;104;1;131;2;failure;no
38;self-employed;married;secondary;no;215;yes;no;cellular;20;nov;70;1;167;1;failure;no
44;admin.;single;secondary;no;275;yes;no;cellular;14;may;7;5;367;4;failure;no
36;technician;divorced;secondary;no;556;yes;no;cellular;18;nov;154;3;189;1;failure;no
35;technician;single;secondary;no;1693;yes;no;cellular;26;may;58;1;105;1;success;no
43;blue-collar;married;primary;no;-181;yes;no;cellular;17;apr;351;1;337;3;failure;no
40;admin.;married;secondary;no;67;no;yes;cellular;19;nov;359;2;152;5;failure;no
39;blue-collar;married;secondary;no;171;yes;yes;cellular;8;may;153;1;353;1;failure;no
74;retired;divorced;primary;no;2308;no;no;telephone;16;sep;251;2;535;2;success;no
32;services;married;secondary;no;1844;yes;yes;cellular;3;feb;158;4;201;6;failure;no
40;management;married;primary;no;738;yes;yes;cellular;2;apr;399;2;258;3;failure;no
43;management;divorced;unknown;no;7702;no;no;cellular;1;sep;108;7;102;3;success;no
38;blue-collar;married;unknown;no;0;yes;no;cellular;2;apr;477;2;267;1;failure;no
49;technician;divorced;tertiary;no;1807;yes;no;cellular;2;jun;225;1;82;1;success;no
38;technician;married;tertiary;no;127;yes;no;cellular;14;oct;113;1;50;2;success;no
29;blue-collar;married;secondary;no;339;yes;no;cellular;15;may;63;3;354;2;failure;no
32;services;married;secondary;no;3839;yes;no;cellular;18;nov;100;2;189;1;failure;no
35;blue-collar;married;primary;no;0;yes;no;cellular;8;may;265;1;290;2;failure;no
35;technician;married;secondary;no;149;yes;no;cellular;29;jan;99;1;245;2;failure;no
39;technician;married;tertiary;no;11766;yes;no;cellular;14;aug;313;4;102;5;failure;no
36;management;single;tertiary;no;335;no;no;unknown;10;oct;5;1;772;4;failure;no
27;admin.;single;tertiary;no;689;no;no;cellular;26;jan;98;1;307;1;failure;no
34;admin.;married;tertiary;no;1636;yes;yes;cellular;6;sep;136;1;521;2;failure;no
52;technician;married;unknown;no;425;yes;no;cellular;28;jan;219;2;254;3;failure;no
37;management;married;tertiary;no;332;yes;no;cellular;14;aug;190;2;84;7;failure;no
49;unemployed;married;tertiary;no;377;no;no;cellular;22;may;158;1;59;2;failure;no
30;services;single;secondary;no;438;yes;no;cellular;18;may;98;1;178;1;failure;no
28;services;single;secondary;no;458;no;no;cellular;4;feb;112;4;201;3;failure;no
39;services;married;secondary;no;702;yes;no;cellular;8;apr;303;1;300;1;failure;no
29;management;married;tertiary;no;318;yes;no;cellular;18;may;1434;2;356;4;failure;no
27;technician;single;secondary;no;261;yes;no;cellular;29;jan;236;2;247;2;failure;no
36;management;single;tertiary;no;219;no;no;cellular;3;feb;22;6;196;6;failure;no
38;management;married;tertiary;no;76;yes;no;cellular;20;apr;167;2;287;3;failure;no
31;entrepreneur;single;secondary;no;159;yes;no;cellular;21;nov;66;1;182;1;failure;no
50;technician;married;secondary;no;2497;yes;no;cellular;21;nov;35;1;176;1;failure;no
50;technician;single;secondary;no;-97;yes;no;cellular;8;apr;425;1;306;2;failure;no
40;admin.;married;secondary;no;732;no;no;cellular;9;sep;71;1;139;4;success;no
34;technician;single;tertiary;no;2658;yes;no;cellular;31;mar;265;1;230;2;failure;no
38;blue-collar;married;primary;no;2240;yes;no;cellular;19;nov;551;1;183;1;failure;no
55;services;married;secondary;no;841;yes;no;cellular;15;may;140;9;372;4;failure;no
42;blue-collar;married;primary;no;7735;yes;no;cellular;13;apr;166;1;144;2;failure;no
35;blue-collar;married;primary;no;2490;yes;no;cellular;18;may;170;1;180;3;failure;no
40;services;single;secondary;no;19343;yes;no;cellular;21;nov;13;4;179;4;failure;no
34;blue-collar;divorced;secondary;no;-131;yes;no;cellular;7;may;132;1;356;1;failure;no
33;blue-collar;single;primary;no;557;yes;no;cellular;17;apr;91;2;331;2;failure;no
34;blue-collar;single;secondary;no;39;no;no;cellular;13;may;254;2;299;3;failure;no
59;management;married;tertiary;no;2764;no;no;cellular;18;feb;459;1;56;3;failure;no
39;management;single;tertiary;no;1682;yes;no;cellular;19;nov;147;1;170;1;failure;no
61;retired;married;secondary;no;89;no;no;cellular;28;oct;154;1;181;2;failure;no
58;management;married;tertiary;no;1318;no;no;cellular;16;jul;184;1;179;5;failure;no
36;management;single;tertiary;no;4;yes;no;cellular;7;jul;529;1;61;3;success;no
48;blue-collar;married;primary;no;430;no;no;cellular;14;may;340;3;371;8;failure;no
38;entrepreneur;married;tertiary;no;678;no;yes;cellular;18;nov;82;2;152;1;failure;no
36;technician;married;secondary;no;1345;yes;no;cellular;18;nov;82;1;172;3;failure;no
54;technician;single;secondary;no;198;yes;yes;cellular;17;nov;120;1;171;2;failure;no
33;student;single;unknown;no;2321;no;no;cellular;15;apr;699;2;381;2;failure;no
54;retired;married;primary;no;136;yes;no;cellular;3;apr;352;1;332;2;failure;no
33;management;married;tertiary;no;644;yes;yes;cellular;3;feb;124;2;271;2;failure;no
44;blue-collar;divorced;primary;no;-57;yes;no;cellular;7;may;234;1;356;2;failure;no
31;technician;single;secondary;no;1282;no;no;cellular;12;may;144;1;460;2;failure;no
50;self-employed;single;secondary;no;766;yes;no;cellular;7;may;253;2;304;4;failure;no
36;entrepreneur;single;secondary;no;296;no;no;cellular;18;nov;67;2;111;2;failure;no
38;blue-collar;single;secondary;no;13156;yes;no;cellular;17;apr;291;4;331;1;failure;no
36;blue-collar;single;secondary;no;219;yes;yes;cellular;11;may;270;2;347;1;failure;no
36;blue-collar;married;secondary;no;1797;yes;yes;cellular;17;nov;166;1;181;2;failure;no
33;blue-collar;single;secondary;no;15341;no;no;cellular;20;apr;335;1;334;3;failure;no
33;technician;single;secondary;no;2583;no;no;cellular;25;may;241;1;108;1;failure;no
35;management;single;tertiary;no;62;yes;no;cellular;5;may;214;4;15;3;success;no
32;technician;married;secondary;no;253;yes;no;cellular;21;nov;76;1;170;3;failure;no
29;admin.;married;secondary;no;252;yes;no;cellular;15;may;1223;3;371;1;failure;no
51;management;married;tertiary;no;1612;yes;no;cellular;18;nov;61;2;131;1;failure;no
36;admin.;single;tertiary;no;994;no;no;cellular;13;aug;185;2;105;3;success;no
34;blue-collar;married;secondary;no;2994;yes;no;cellular;15;may;358;1;176;1;failure;no
38;services;married;secondary;no;507;yes;no;cellular;17;apr;55;1;344;1;failure;no
31;blue-collar;single;tertiary;no;328;yes;no;cellular;14;may;414;1;175;1;failure;no
48;services;married;secondary;no;2597;yes;no;cellular;6;may;182;2;355;1;failure;no
58;entrepreneur;married;primary;no;1153;yes;yes;telephone;12;may;206;6;337;6;failure;no
36;management;divorced;tertiary;no;649;no;no;cellular;16;jul;237;2;91;1;failure;no
40;blue-collar;married;secondary;no;679;yes;no;cellular;17;apr;642;2;304;1;failure;no
60;retired;married;secondary;no;2060;no;no;cellular;29;jun;135;4;95;4;failure;no
33;blue-collar;single;secondary;no;706;yes;no;cellular;7;apr;329;1;322;1;failure;no
42;blue-collar;single;primary;no;156;yes;no;telephone;15;may;7;4;371;5;failure;no
34;admin.;married;secondary;no;1467;yes;no;cellular;17;apr;113;1;332;2;failure;no
40;blue-collar;married;secondary;no;1508;no;no;cellular;3;nov;177;2;85;3;failure;no
37;services;divorced;secondary;no;241;yes;no;cellular;14;may;189;1;371;1;failure;no
39;services;single;secondary;no;322;yes;no;cellular;11;may;35;1;350;1;failure;no
31;entrepreneur;married;secondary;no;10;yes;yes;cellular;29;jan;161;3;188;9;failure;no
31;blue-collar;single;secondary;no;609;yes;no;cellular;14;apr;1126;1;335;1;failure;no
42;services;married;secondary;no;108;yes;yes;cellular;13;may;225;2;365;7;failure;no
39;housemaid;divorced;secondary;no;70;no;no;cellular;4;jun;346;2;128;8;success;no
42;admin.;single;secondary;no;30;yes;no;cellular;4;feb;98;1;266;3;failure;no
62;retired;married;primary;no;1515;yes;no;cellular;19;oct;131;1;187;2;failure;no
46;management;married;tertiary;no;716;yes;yes;cellular;8;may;557;1;172;1;failure;no
32;admin.;single;secondary;no;620;no;no;cellular;17;apr;211;2;343;3;failure;no
53;technician;married;tertiary;no;2557;no;no;cellular;29;jul;95;4;182;7;success;no
32;technician;single;tertiary;no;703;yes;no;cellular;3;feb;489;2;271;2;success;no
36;technician;married;secondary;no;432;yes;no;cellular;11;may;61;3;255;2;failure;no
43;admin.;married;secondary;no;323;yes;yes;cellular;12;may;43;3;369;2;failure;no
33;services;single;secondary;no;406;yes;no;cellular;5;feb;61;1;275;1;failure;no
43;technician;divorced;secondary;no;6835;no;no;cellular;19;nov;187;1;152;2;failure;no
44;management;divorced;tertiary;no;2422;yes;no;cellular;16;apr;399;2;269;2;failure;no
51;management;single;tertiary;yes;-55;yes;no;cellular;11;may;281;2;266;6;failure;no
38;services;single;primary;no;3715;yes;no;telephone;13;may;41;2;327;17;failure;no
40;admin.;single;secondary;no;877;yes;no;cellular;21;nov;12;3;177;6;failure;no
34;management;married;secondary;no;56;yes;no;cellular;20;nov;311;3;183;1;failure;no
36;admin.;married;secondary;no;1954;yes;yes;cellular;20;nov;158;2;174;3;failure;no
39;technician;single;secondary;no;1685;yes;no;cellular;8;may;319;1;368;1;failure;no
69;retired;married;primary;no;2398;no;no;cellular;12;apr;161;1;186;1;failure;no
37;management;married;tertiary;no;57;no;no;cellular;30;apr;96;2;84;1;success;no
33;admin.;single;secondary;no;-15;no;no;telephone;12;may;326;3;350;2;failure;no
37;management;married;tertiary;no;393;yes;no;cellular;12;aug;62;2;104;2;success;no
76;retired;married;tertiary;no;2991;no;no;cellular;25;jan;195;1;95;2;success;no
77;retired;married;primary;no;2223;no;no;telephone;10;aug;365;2;187;1;success;no
30;technician;single;tertiary;no;3086;yes;no;cellular;7;may;84;3;168;1;failure;no
36;technician;single;secondary;no;7503;yes;no;telephone;5;may;193;1;335;1;failure;no
72;retired;married;secondary;no;2850;no;no;cellular;16;oct;131;2;241;1;success;no
30;technician;single;secondary;no;778;yes;no;cellular;18;may;22;2;346;2;failure;no
38;management;married;tertiary;no;0;no;no;cellular;24;sep;246;12;197;6;failure;no
29;admin.;married;tertiary;no;167;yes;yes;cellular;13;oct;357;2;237;2;failure;no
27;technician;married;secondary;no;876;yes;no;cellular;18;may;268;1;355;1;failure;no
27;self-employed;married;secondary;yes;254;yes;yes;cellular;29;jan;194;1;188;1;failure;no
42;services;divorced;secondary;no;83;no;no;cellular;13;may;300;5;358;6;failure;no
28;technician;single;secondary;no;6551;no;no;cellular;26;may;362;1;77;1;failure;no
52;blue-collar;married;primary;no;230;yes;no;cellular;6;may;198;2;170;2;failure;no
33;management;married;tertiary;no;71;no;no;cellular;16;nov;136;1;287;1;failure;no
30;blue-collar;single;secondary;no;1012;yes;no;cellular;17;apr;22;3;329;1;failure;no
33;management;married;tertiary;no;62;yes;no;cellular;2;feb;102;1;264;1;failure;no
43;technician;divorced;secondary;no;0;yes;no;cellular;5;may;150;2;342;2;failure;no
47;technician;married;secondary;no;1571;yes;no;cellular;11;may;261;1;369;2;failure;no
52;technician;married;secondary;no;0;yes;no;cellular;1;jun;144;1;83;1;failure;no
39;management;divorced;tertiary;no;4692;yes;no;telephone;19;nov;214;2;174;2;success;no
23;blue-collar;single;secondary;no;0;yes;no;cellular;8;may;6;5;350;2;failure;no
57;blue-collar;single;primary;no;739;yes;no;cellular;14;may;172;2;364;1;failure;no
31;services;single;secondary;no;900;yes;no;cellular;9;apr;221;2;140;6;failure;no
30;management;married;tertiary;no;314;no;no;cellular;19;nov;364;2;175;2;success;no
43;management;married;unknown;no;275;no;no;cellular;9;apr;109;2;339;2;failure;no
76;retired;married;secondary;no;2302;no;no;telephone;5;feb;110;1;87;2;failure;no
36;admin.;single;tertiary;no;980;no;no;cellular;30;jul;156;3;179;4;failure;no
49;management;married;tertiary;no;3842;no;no;cellular;5;apr;163;1;186;3;failure;no
37;technician;single;tertiary;no;6101;no;no;cellular;4;may;60;5;87;1;success;no
51;technician;married;secondary;no;2;yes;yes;cellular;4;feb;71;1;205;3;failure;no
29;technician;divorced;secondary;no;477;yes;yes;cellular;11;may;58;1;305;1;failure;no
57;retired;married;secondary;no;0;yes;no;cellular;5;may;127;1;363;4;failure;no
52;admin.;married;secondary;no;722;no;no;cellular;26;oct;99;2;185;3;failure;no
34;admin.;single;secondary;no;296;no;no;cellular;20;nov;68;1;136;4;failure;no
40;management;single;tertiary;no;257;no;no;cellular;1;feb;147;1;209;1;failure;no
41;blue-collar;married;secondary;no;306;yes;no;telephone;11;may;86;1;369;2;failure;no
38;self-employed;married;tertiary;no;2084;yes;no;cellular;16;apr;71;2;330;2;failure;no
31;blue-collar;divorced;secondary;no;-209;yes;no;cellular;8;may;154;3;367;2;failure;no
45;admin.;single;secondary;no;946;yes;no;cellular;21;nov;56;2;175;4;failure;no
34;blue-collar;married;secondary;no;1988;yes;no;telephone;29;jan;53;1;266;2;failure;no
35;self-employed;single;tertiary;no;1129;yes;no;cellular;21;nov;64;2;184;2;failure;no
33;admin.;divorced;secondary;no;661;yes;no;cellular;4;may;90;4;167;3;failure;no
47;services;married;secondary;no;311;yes;yes;cellular;12;may;238;1;301;3;failure;no
51;blue-collar;married;primary;no;42;yes;no;cellular;12;may;51;2;342;3;failure;no
40;student;married;secondary;no;260;no;no;cellular;19;nov;52;1;152;6;failure;no
42;admin.;married;secondary;no;1133;yes;no;cellular;4;feb;161;4;212;3;failure;no
58;self-employed;married;secondary;no;0;yes;no;telephone;3;feb;702;3;264;9;failure;no
34;technician;married;secondary;no;260;yes;no;cellular;17;apr;20;2;238;2;failure;no
74;retired;married;primary;no;5539;no;no;cellular;12;jul;390;2;159;3;failure;no
45;services;divorced;secondary;no;396;yes;yes;cellular;1;apr;251;4;329;4;failure;no
35;technician;married;secondary;no;5553;yes;no;cellular;6;apr;371;3;136;7;failure;no
36;blue-collar;single;tertiary;no;1830;no;no;cellular;14;oct;183;1;91;11;failure;no
40;blue-collar;divorced;unknown;no;528;yes;no;cellular;13;may;340;2;357;5;failure;no
57;management;divorced;tertiary;no;408;yes;no;cellular;13;may;402;2;351;1;failure;no
31;management;single;tertiary;no;0;yes;yes;cellular;14;may;117;3;352;3;failure;no
46;admin.;married;secondary;no;171;yes;yes;cellular;11;oct;251;1;430;1;failure;no
32;technician;single;tertiary;no;13711;yes;no;cellular;14;may;638;1;175;3;success;no
50;management;married;tertiary;no;-470;yes;no;cellular;19;nov;130;2;160;1;failure;no
36;management;single;tertiary;no;181;yes;no;cellular;13;may;159;2;278;4;failure;no
30;services;single;secondary;no;9;no;yes;cellular;29;jan;194;2;205;2;failure;no
51;entrepreneur;divorced;tertiary;no;2109;no;no;cellular;12;apr;119;1;181;2;success;no
30;technician;married;secondary;no;-306;yes;yes;cellular;18;nov;372;1;186;1;failure;no
35;blue-collar;married;secondary;no;270;yes;yes;cellular;6;apr;332;2;335;1;failure;no
25;student;single;secondary;no;1919;yes;no;cellular;15;may;264;1;351;4;failure;no
51;management;single;unknown;no;1277;no;no;cellular;22;feb;143;5;294;1;failure;no
35;technician;single;secondary;no;183;no;no;cellular;1;sep;516;2;130;2;failure;no
39;blue-collar;single;secondary;no;522;yes;no;telephone;14;may;225;7;350;2;failure;no
39;technician;married;secondary;no;8;no;yes;cellular;17;nov;333;2;96;2;failure;no
41;technician;married;secondary;no;-378;yes;no;cellular;5;feb;361;1;253;2;failure;no
43;management;married;primary;no;62;yes;no;cellular;14;may;133;1;300;3;failure;no
33;services;single;secondary;no;772;yes;no;cellular;29;jan;323;2;259;3;success;no
59;entrepreneur;married;primary;no;124;yes;no;cellular;18;nov;531;3;134;7;failure;no
38;management;married;tertiary;no;4293;yes;no;cellular;6;may;92;2;250;2;failure;no
37;admin.;divorced;secondary;no;1573;yes;no;cellular;12;may;639;3;326;10;failure;no
32;technician;married;tertiary;no;15;no;no;cellular;14;may;226;1;346;1;failure;no
30;blue-collar;single;secondary;no;80;yes;yes;cellular;5;may;145;1;337;4;failure;no
32;entrepreneur;married;unknown;no;73;yes;no;cellular;21;nov;158;1;135;1;failure;no
39;management;single;tertiary;no;93;yes;yes;cellular;13;may;196;2;331;3;failure;no
40;blue-collar;married;primary;no;332;yes;no;cellular;12;may;339;2;369;3;failure;no
37;services;married;secondary;no;393;yes;yes;cellular;13;may;95;1;357;1;failure;no
54;technician;married;secondary;no;0;no;no;telephone;16;nov;986;1;94;8;failure;no
31;management;single;tertiary;no;1675;no;no;cellular;2;sep;114;2;363;1;failure;no
30;blue-collar;married;primary;no;5956;yes;yes;cellular;20;nov;405;1;139;1;failure;no
35;technician;single;tertiary;no;122;no;no;cellular;20;apr;49;5;328;5;failure;no
31;technician;single;secondary;no;4888;yes;no;telephone;5;may;475;4;166;2;failure;no
34;blue-collar;married;secondary;no;261;yes;no;cellular;3;feb;88;5;251;3;failure;no
41;admin.;single;secondary;no;90;yes;no;cellular;15;may;77;2;347;4;failure;no
34;technician;married;secondary;no;883;no;no;telephone;3;feb;166;2;173;3;failure;no
34;admin.;married;tertiary;no;21;no;yes;cellular;2;jun;269;1;92;2;failure;no
29;student;single;secondary;no;314;no;no;cellular;13;aug;485;3;105;1;success;no
31;admin.;single;secondary;no;523;no;yes;cellular;2;feb;323;1;109;5;failure;no
50;management;married;secondary;no;2910;no;no;telephone;19;nov;433;1;113;1;failure;no
36;blue-collar;married;secondary;no;1088;yes;no;cellular;13;may;77;2;345;2;failure;no
23;technician;single;secondary;no;356;yes;no;cellular;18;may;224;2;356;2;failure;no
45;management;married;tertiary;no;0;yes;no;cellular;5;may;469;2;342;1;failure;no
35;technician;single;tertiary;no;992;yes;no;cellular;26;aug;79;1;114;3;failure;no
38;housemaid;divorced;tertiary;no;4312;no;no;cellular;15;may;67;4;175;6;failure;no
44;blue-collar;married;primary;no;103;yes;no;cellular;12;may;79;1;329;2;failure;no
54;blue-collar;married;secondary;no;506;yes;no;cellular;18;nov;172;2;104;2;failure;no
33;technician;divorced;secondary;no;2;yes;no;cellular;7;may;600;2;330;17;failure;no
21;blue-collar;single;secondary;no;2265;no;no;cellular;27;may;156;4;99;2;success;no
38;blue-collar;single;secondary;no;0;no;no;cellular;13;aug;255;2;105;1;failure;no
39;management;married;secondary;no;517;yes;no;cellular;18;nov;387;3;196;2;failure;no
29;blue-collar;married;secondary;no;100;yes;yes;cellular;6;may;152;4;344;2;failure;no
40;admin.;married;secondary;no;419;yes;yes;cellular;12;may;92;1;369;1;failure;no
36;management;single;tertiary;no;0;no;yes;cellular;18;nov;300;1;96;4;failure;no
31;management;married;tertiary;no;0;yes;no;cellular;4;may;108;2;167;1;failure;no
26;student;single;tertiary;no;10086;no;no;cellular;8;jul;475;3;78;2;success;no
30;blue-collar;married;secondary;no;1131;yes;yes;cellular;18;nov;189;1;144;5;failure;no
56;entrepreneur;divorced;primary;no;29;no;no;cellular;29;jan;52;2;227;1;failure;no
30;services;divorced;secondary;no;1336;yes;no;cellular;18;may;13;3;355;5;failure;no
32;blue-collar;single;secondary;no;5252;yes;no;cellular;20;nov;232;2;183;2;failure;no
40;blue-collar;married;secondary;no;280;yes;no;cellular;8;may;435;2;340;3;failure;no
53;blue-collar;married;secondary;no;1103;yes;yes;cellular;4;feb;101;2;250;4;failure;no
37;management;single;tertiary;no;876;yes;no;cellular;15;apr;140;4;327;2;failure;no
28;services;single;secondary;no;1636;yes;no;cellular;18;may;97;1;355;2;failure;no
45;blue-collar;married;secondary;no;226;no;no;telephone;4;feb;170;2;212;2;failure;no
55;unemployed;married;primary;no;1212;no;no;cellular;31;aug;241;1;92;1;failure;no
33;entrepreneur;married;secondary;no;135;yes;no;cellular;17;apr;114;1;345;2;failure;no
47;entrepreneur;married;unknown;no;1481;yes;no;cellular;6;may;64;2;364;3;failure;no
59;admin.;married;secondary;no;1575;yes;no;cellular;12;may;301;3;263;11;success;no
31;management;single;tertiary;no;5691;yes;no;cellular;21;nov;37;2;123;1;failure;no
55;management;married;tertiary;no;154;no;no;telephone;11;may;70;2;367;3;failure;no
31;blue-collar;married;secondary;no;1131;yes;yes;cellular;15;apr;126;1;148;6;failure;no
41;technician;single;tertiary;no;-89;yes;no;cellular;3;feb;195;4;251;4;failure;no
35;management;single;tertiary;no;4348;yes;no;cellular;2;apr;1074;3;217;8;failure;no
29;technician;single;secondary;no;5763;no;yes;cellular;5;jun;271;2;92;2;success;no
73;retired;married;primary;no;508;no;no;cellular;14;jun;154;4;97;1;success;no
44;entrepreneur;married;secondary;no;860;yes;yes;cellular;6;may;96;2;295;5;failure;no
34;technician;single;secondary;no;1313;no;no;cellular;12;aug;176;1;21;6;failure;no
25;admin.;single;secondary;no;483;no;yes;cellular;30;apr;68;1;86;1;success;no
29;technician;single;tertiary;no;2269;yes;no;cellular;20;apr;53;1;346;1;failure;no
50;management;married;tertiary;no;0;no;no;cellular;30;jan;199;1;205;1;failure;no
35;blue-collar;single;primary;no;2040;no;no;cellular;21;nov;258;1;157;4;failure;no
34;blue-collar;married;primary;no;3868;yes;no;cellular;18;may;134;1;350;1;failure;no
57;blue-collar;divorced;primary;no;5041;yes;no;cellular;16;apr;284;1;336;1;failure;no
40;blue-collar;married;primary;no;-388;yes;no;cellular;4;may;195;3;340;1;failure;no
30;self-employed;single;tertiary;no;48;no;no;cellular;27;may;144;2;187;1;failure;no
37;housemaid;single;tertiary;no;561;no;no;cellular;18;nov;188;1;165;2;failure;no
77;retired;married;primary;no;2590;no;no;telephone;15;feb;112;5;94;15;success;no
34;blue-collar;married;secondary;no;467;yes;no;cellular;13;may;195;2;357;2;failure;no
30;technician;divorced;secondary;no;3100;yes;no;cellular;20;nov;125;1;183;4;failure;no
56;management;divorced;tertiary;no;722;no;no;cellular;19;feb;134;3;94;2;failure;no
27;technician;single;secondary;no;1842;yes;yes;cellular;18;may;687;2;300;1;failure;no
33;admin.;married;secondary;no;7;yes;no;cellular;17;apr;612;1;148;1;failure;no
37;management;single;tertiary;no;230;yes;yes;cellular;2;feb;120;2;272;1;failure;no
33;student;single;unknown;no;5969;no;no;cellular;30;apr;110;1;83;7;failure;no
49;self-employed;married;tertiary;no;503;yes;no;cellular;6;feb;310;4;200;1;failure;no
39;technician;married;secondary;no;3494;yes;no;cellular;19;nov;139;1;92;4;failure;no
46;entrepreneur;married;secondary;no;122;no;no;cellular;6;feb;1047;2;1;7;failure;no
37;admin.;married;secondary;no;96;no;no;cellular;5;feb;102;1;182;3;success;no
39;technician;single;secondary;no;1104;no;no;cellular;20;nov;333;2;105;2;success;no
32;admin.;single;secondary;no;6981;yes;no;cellular;2;jun;154;1;194;3;failure;no
34;technician;single;secondary;no;920;yes;no;cellular;29;oct;250;1;342;5;failure;no
57;technician;married;secondary;no;28;yes;no;cellular;8;may;163;1;358;1;failure;no
40;admin.;married;secondary;no;0;yes;no;cellular;3;feb;561;1;201;1;failure;no
60;admin.;married;secondary;no;-396;yes;no;cellular;11;may;443;1;350;1;failure;no
43;technician;married;secondary;no;4056;no;no;cellular;4;may;13;6;89;2;failure;no
30;technician;married;secondary;no;-280;yes;no;cellular;17;apr;609;2;266;2;failure;no
